"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GSL^B","Global Ship Lease, Inc.","13.9899","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gsl^b",
"GLOB","Globant S.A.","38.35","1319009669.9","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/glob",
"GMED","Globus Medical, Inc.","23.49","2804433116.67","n/a","2012","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gmed",
"GNC","GNC Holdings, Inc.","25.65","1753617936.15","n/a","2011","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/gnc",
"GDDY","GoDaddy Inc.","30.86","4955124900.24","n/a","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/gddy",
"GOL","Gol Linhas Aereas Inteligentes S.A.","7.99","4185498466.89","n/a","2004","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/gol",
"GFI","Gold Fields Limited","4.36","3406849173","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gfi",
"GG","Goldcorp Inc.","18.74","15595874049.48","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gg",
"GSBD","Goldman Sachs BDC, Inc.","19.73","716444382.01","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/gsbd",
"GS","Goldman Sachs Group, Inc. (The)","159.42","66222116740.86","n/a","1999","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/gs",
"GS^A","Goldman Sachs Group, Inc. (The)","20.23","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gs^a",
"GS^B","Goldman Sachs Group, Inc. (The)","25.89","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gs^b",
"GS^C","Goldman Sachs Group, Inc. (The)","21.41","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gs^c",
"GS^D","Goldman Sachs Group, Inc. (The)","20.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gs^d",
"GS^I","Goldman Sachs Group, Inc. (The)","25.72","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gs^i",
"GS^J","Goldman Sachs Group, Inc. (The)","25.37","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gs^j",
"GS^K","Goldman Sachs Group, Inc. (The)","27.88","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gs^k",
"GS^N","Goldman Sachs Group, Inc. (The)","26.3399","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gs^n",
"GSJ","Goldman Sachs Group, Inc. (The)","25.87","0","n/a","2011","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/gsj",
"TFG","Goldman Sachs Group, Inc. (The)","25.7482","0","n/a","2011","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tfg",
"GER","Goldman Sachs MLP Energy Renaissance Fund","6.56","0","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/ger",
"GMZ","Goldman Sachs MLP Income Opportunities Fund","8.88","0","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/gmz",
"GOV","Government Properties Income Trust","19.88","1413991003.04","n/a","2009","Finance","Real Estate","http://www.nasdaq.com/symbol/gov",
"GPX","GP Strategies Corporation","24.19","405155891","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/gpx",
"GGG","Graco Inc.","80.04","4451344560","n/a","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/ggg",
"GHM","Graham Corporation","18.25","178996073","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ghm",
"GHC","Graham Holdings Company","479.7","2695018400.1","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ghc",
"GPT","Gramercy Property Trust","8.85","3731489423.55","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/gpt",
"GPT^A","Gramercy Property Trust Inc.","27.21","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gpt^a",
"GRAM","Grana y Montero S.A.A.","6.53","862030524","n/a","2013","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/gram",
"GVA","Granite Construction Incorporated","43.06","1704034005.74","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/gva",
"GRP.U","Granite Real Estate Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grp.u",
"GPK","Graphic Packaging Holding Company","13.21","4253788757.75","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/gpk",
"GTN","Gray Television, Inc.","12.13","881719886.83","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/gtn",
"GTN.A","Gray Television, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gtn.a",
"AJX","Great Ajax Corp.","13.87","221124389.06","n/a","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ajx",
"GXP","Great Plains Energy Inc","31.69","4902979004.66","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gxp",
"GXP^A","Great Plains Energy Inc","92.5","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gxp^a",
"GXP^D","Great Plains Energy Inc","97","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gxp^d",
"GXP^E","Great Plains Energy Inc","98.25","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gxp^e",
"GWB","Great Western Bancorp, Inc.","31.35","1731936298.95","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/gwb",
"GB","Greatbatch, Inc.","32.94","1013854824.9","n/a","2000","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/gb",
"GDOT","Green Dot Corporation","23.36","1170660073.28","n/a","2010","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gdot",
"GBX","Greenbrier Companies, Inc. (The)","27.03","759390199.41","n/a","1994","Capital Goods","Railroads","http://www.nasdaq.com/symbol/gbx",
"GHL","Greenhill & Co., Inc.","19.5","581703525","n/a","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ghl",
"GEF","Greif Bros. Corporation","35.47","1698897970.79","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gef",
"GEF.B","Greif Bros. Corporation","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gef.b",
"GFF","Griffon Corporation","16.3","759494278.3","n/a","n/a","Capital Goods","Building Products","http://www.nasdaq.com/symbol/gff",
"GPI","Group 1 Automotive, Inc.","60.95","1346710424.45","n/a","1997","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/gpi",
"GRUB","GrubHub Inc.","24.85","2105227414.85","n/a","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/grub",
"PAC","Grupo Aeroportuario Del Pacifico, S.A. de C.V.","100.82","5656002000","n/a","2006","Transportation","Aerospace","http://www.nasdaq.com/symbol/pac",
"ASR","Grupo Aeroportuario del Sureste, S.A. de C.V.","155.59","4667700000","n/a","n/a","Transportation","Aerospace","http://www.nasdaq.com/symbol/asr",
"AVAL","Grupo Aval Acciones y Valores S.A.","7.93","8834423296.01","n/a","2014","Finance","Commercial Banks","http://www.nasdaq.com/symbol/aval",
"BSMX","Grupo Financiero Santander Mexico S.A. B. de C.V.","9.2","12486966634.4","n/a","2012","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bsmx",
"TV","Grupo Televisa S.A.","26.86","15529024041.82","n/a","1993","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/tv",
"GTT","GTT Communications, Inc.","16.84","625725614.52","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/gtt",
"GSH","Guangshen Railway Company Limited","24.05","3407181297","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/gsh",
"GES","Guess?, Inc.","16.09","1351757794.37","n/a","1996","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ges",
"GBAB","Guggenheim Build America Bonds Managed Duration Trust","23.89","416012671.86","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/gbab",
"GGM","Guggenheim Credit Allocation Fund","19.302","127956606.078","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/ggm",
"GPM","Guggenheim Enhanced Equity Income Fund","7.48","142529036.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gpm",
"GGE","Guggenheim Enhanced Equity Strategy Fund","15.12","75509143.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gge",
"GEQ","Guggenheim Equal Weight Enhanced Equity Income Fund","15.89","139357222.69","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/geq",
"GOF","Guggenheim Strategic Opportunities Fund","17.82","260222733.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gof",
"GWRE","Guidewire Software, Inc.","55.73","4015577835.23","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gwre",
"GUA.CL","Gulf Power Company","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gua.cl",
"GLF","GulfMark Offshore, Inc.","4.92","126888915.6","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/glf",
"HRB","H&R Block, Inc.","19.46","4366934435.5","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hrb",
"FUL","H. B. Fuller Company","44.17","2208379195.05","n/a","n/a","Basic Industries","Home Furnishings","http://www.nasdaq.com/symbol/ful",
"HAE","Haemonetics Corporation","26.89","1367293658.07","n/a","1991","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hae",
"HK","Halcon Resources Corporation","1.05","128817882.9","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hk",
"HAL","Halliburton Company","39.54","33975338455.86","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hal",
"HYH","Halyard Health, Inc.","29.64","1383302623.56","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hyh",
"HBI","Hanesbrands Inc.","26.85","10136343049.2","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/hbi",
"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","20.33","791859375.37","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hasi",
"HOG","Harley-Davidson, Inc.","45.67","8270383862.26","n/a","n/a","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/hog",
"HAR","Harman International Industries, Incorporated","73.85","5210464225.75","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/har",
"HMY","Harmony Gold Mining Company Limited","3.45","1504845608.85","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hmy",
"HRS","Harris Corporation","76.05","9485402717.7","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hrs",
"HSC","Harsco Corporation","6.75","540661216.5","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hsc",
"HHS","Harte-Hanks, Inc.","1.56","95576485.68","n/a","1993","Technology","Advertising","http://www.nasdaq.com/symbol/hhs",
"HGH","Hartford Financial Services Group, Inc. (The)","31.87","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hgh",
"HIG","Hartford Financial Services Group, Inc. (The)","44.26","17411215319.92","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hig",
"HIG.WS","Hartford Financial Services Group, Inc. (The)","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hig.ws",
"HNR","Harvest Natural Resources Inc","0.52","26735885.28","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hnr",
"HTS","Hatteras Financial Corp","16.55","1564458359.3","n/a","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hts",
"HTS^A","Hatteras Financial Corp","24.888","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hts^a",
"HVT","Haverty Furniture Companies, Inc.","17.96","397718740.16","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hvt",
"HVT.A","Haverty Furniture Companies, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hvt.a",
"HE","Hawaiian Electric Industries, Inc.","33.77","3643454721.83","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/he",
"HE^U","Hawaiian Electric Industries, Inc.","26.28","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/he^u",
"HCA","HCA Holdings, Inc.","80.25","31382075475","n/a","2011","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hca",
"HCI","HCI Group, Inc.","31.5","330698781","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hci",
"HCJ","HCI Group, Inc.","25.55","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hcj",
"HCP","HCP, Inc.","34.1","15927686784.9","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hcp",
"HDB","HDFC Bank Limited","64.18","53872546889.02","n/a","2001","Finance","Commercial Banks","http://www.nasdaq.com/symbol/hdb",
"HW","Headwaters Incorporated","18.82","1393652636.42","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/hw",
"HR","Healthcare Realty Trust Incorporated","31.09","3258648077.47","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hr",
"HTA","Healthcare Trust of America, Inc.","29.91","4086462064.98","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hta",
"HLS","HealthSouth Corporation","40.78","3670771817.16","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hls",
"HLS.WS","HealthSouth Corporation","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hls.ws",
"HL","Hecla Mining Company","4.29","1647413187.42","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl",
"HL^B","Hecla Mining Company","58","0","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl^b",
"HEI","Heico Corporation","62.28","4166227326.24","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/hei",
"HEI.A","Heico Corporation","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hei.a",
"HLX","Helix Energy Solutions Group, Inc.","7.15","768846271.05","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hlx",
"HP","Helmerich & Payne, Inc.","59.49","6427250461.26","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hp",
"HLF","Herbalife LTD.","62.4","5790727987.2","n/a","2004","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/hlf",
"HTGC","Hercules Capital, Inc.","12.32","907550902.72","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/htgc",
"HTGX","Hercules Capital, Inc.","24.8999","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/htgx",
"HTGY","Hercules Capital, Inc.","25.48","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htgy",
"HTGZ","Hercules Capital, Inc.","25.6699","0","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/htgz",
"HRTG","Heritage Insurance Holdings, Inc.","13.29","404566338.9","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hrtg",
"HT","Hersha Hospitality Trust","19.06","839300619.6","n/a","1999","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ht",
"HT^B.CL","Hersha Hospitality Trust","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^b.cl",
"HT^C","Hersha Hospitality Trust","26.05","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^c",
"HSY","Hershey Company (The)","92.24","19681514727.92","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/hsy",
"HTZ","Hertz Global Holdings, Inc","8.82","3743367659.64","n/a","2006","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/htz",
"HES","Hess Corporation","58.32","18471074183.28","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hes",
"HES^A","Hess Corporation","74.39","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hes^a",
"HPE","Hewlett Packard Enterprise Company","16.02","27499356673.74","n/a","2015","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpe",
"HXL","Hexcel Corporation","44.5","4134423355","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hxl",
"HF","HFF, Inc.","30.6","1165264738.2","n/a","2007","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/hf",
"HGG","HHGregg, Inc.","1.66","45995243.48","n/a","2007","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/hgg",
"HCLP","Hi-Crush Partners LP","5.8","214968572.6","n/a","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp",
"ONE           ","Higher One Holdings, Inc.","3.88","188817189.12","n/a","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/one",
"HIW","Highwoods Properties, Inc.","47.75","4651287533.25","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","4.16","215138460.16","n/a","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","30.72","1935807098.88","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/hi",
"HRC","Hill-Rom Holdings Inc","48.69","3183492427.2","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","19.35","1905937789.95","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hth",
"HLT","Hilton Worldwide Holdings Inc.","22.28","22052032777.84","n/a","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hlt",
"HNI","HNI Corporation","42.91","1947059572.57","n/a","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","17.66","464672039.2","n/a","2014","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hmlp",
"HEP","Holly Energy Partners, L.P.","33.31","1953866268.88","n/a","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","29.25","5163189554.25","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc",
"HD","Home Depot, Inc. (The)","134.3","168271320240.1","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hd",
"HMC","Honda Motor Company, Ltd.","27.46","49490836827.84","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","114.11","86964995482.93","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hon",
"HMN","Horace Mann Educators Corporation","32.99","1323684293.96","n/a","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hmn",
"HZN","Horizon Global Corporation","11.98","217531534.18","n/a","2015","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hzn",
"HTF","Horizon Technology Finance Corporation","25.45","293754843.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htf",
"HRL","Hormel Foods Corporation","40.01","21201999495.08","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/hrl",
"HOS","Hornbeck Offshore Services","10.3","370645603","n/a","2004","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hos",
"HPT","Hospitality Properties Trust","26.55","4023580496.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hpt",
"HPT^D","Hospitality Properties Trust","26.39","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hpt^d",
"HST","Host Hotels & Resorts, Inc.","16.07","12009358542.28","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hst",
"HLI","Houlihan Lokey, Inc.","23.88","1559936260.32","n/a","2015","Finance","Investment Managers","http://www.nasdaq.com/symbol/hli",
"HSFC^B","Household Finance Corp","25.77","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsfc^b",
"HOV","Hovnanian Enterprises Inc","1.63","239805810.27","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hov",
"HHC","Howard Hughes Corporation (The)","105.27","4192249952.22","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hhc",
"HPQ","HP Inc.","11.69","20304783184.35","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpq",
"HRG","HRG Group, Inc.","14.15","2839823184.7","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hrg",
"HSBC","HSBC Holdings plc","31.26","123071226006.36","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","25.9001","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsbc^a",
"HSEA","HSBC Holdings plc","27.22","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsea",
"HSEB","HSBC Holdings plc","26.56","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hseb",
"HUSI^F","HSBC USA, Inc.","22.44","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/husi^f",
"HUSI^G","HSBC USA, Inc.","24.11","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/husi^g",
"HUSI^H","HSBC USA, Inc.","25.74","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/husi^h",
"HNP","Huaneng Power International, Inc.","27.86","10587067065.96","n/a","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/hnp",
"HUBB","Hubbell Inc","106.31","5881724388.53","n/a","2015","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/hubb",
"HUBS","HubSpot, Inc.","44.87","1567914934.74","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hubs",
"HBM","HudBay Minerals Inc","4.12","969154554.56","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hbm",
"HBM.WS","HudBay Minerals Inc","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hbm.ws",
"HPP","Hudson Pacific Properties, Inc.","28.78","2590445234.38","n/a","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/hpp",
"HGT","Hugoton Royalty Trust","1.56","62400000","n/a","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hgt",
"HUM","Humana Inc.","170.06","25345173379.24","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hum",
"HII","Huntington Ingalls Industries, Inc.","153.67","7225931132.31","n/a","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/hii",
"HUN","Huntsman Corporation","14.28","3400975451.16","n/a","2005","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hun",
"H","Hyatt Hotels Corporation","49.48","6648713744.68","n/a","2009","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/h",
"HY","Hyster-Yale Materials Handling, Inc.","60.09","984385246.32","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/hy",
"IAG","Iamgold Corporation","3.84","1558798218.24","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/iag",
"IBN","ICICI Bank Limited","7.04","20443037591.68","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ibn",
"IDA","IDACORP, Inc.","73.58","3709567118.66","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ida",
"IEX","IDEX Corporation","81.81","6209457946.65","n/a","1989","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/iex",
"IDT","IDT Corporation","15.81","362523932.4","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/idt",
"IHS","IHS Inc.","120.86","8149024658.64","n/a","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ihs",
"ITW","Illinois Tool Works Inc.","104.28","37475140202.28","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itw",
"IMN","Imation Corporation","1.6","59453393.6","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/imn",
"IMAX","Imax Corporation","32.86","2243553927.54","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/imax",
"IMPV","Imperva, Inc.","34.49","1112684683.69","n/a","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/impv",
"IMPR","Imprivata, Inc.","13.2","334323396","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/impr",
"IMS","IMS Health Holdings, Inc.","25.17","8303009979.78","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/ims",
"ICD","Independence Contract Drilling, Inc.","4.16","156535221.44","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/icd",
"IHC","Independence Holding Company","15.68","270687885.44","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/ihc",
"IFN","India Fund, Inc. (The)","23.08","675022421.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifn",
"IBA","Industrias Bachoco, S.A. de C.V.","49.18","2459000000","n/a","1997","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/iba",
"BLOX","Infoblox Inc.","15.31","885681295.36","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/blox",
"INFY","Infosys Limited","18.66","42649657630.8","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/infy",
"HIFR","InfraREIT, Inc.","17.11","745580688.97","n/a","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hifr",
"IND","ING Group, N.V.","26.4","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ind",
"ING","ING Group, N.V.","11.88","45977777901","n/a","1997","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ing",
"INZ","ING Group, N.V.","26.38","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/inz",
"ISF","ING Group, N.V.","26.01","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isf",
"ISG","ING Group, N.V.","25.5521","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isg",
